Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Total_EMI_per_month
CUS_0x6133,LaCapraf,45,503-13-3195,Engineer,85862.6,3,7,13,4.0,Standard,1201.93,0.0
CUS_0x4791,Lynnley Browningh,35,717-08-7114,Musician,19213.83,9,10,20,10.0,Bad,4992.25,105.26727664036784
CUS_0x221f,Yoko Kubotag,28,107-96-7169,Developer,18733.04,10,8,22,9.0,Bad,3801.94,135.92324791698323
CUS_0x8559,Wahbaw,28,606-11-9988,Scientist,95295.57,6,6,3,1.0,Good,406.93,0.0
CUS_0xaefb,"ODonnell""s",35,184-09-5383,Developer,19055.25,8,7,14,0.0,Standard,61.58,15.430221047776447
CUS_0x9b12,Weirm,31,846-71-4710,Teacher,18378.81,6,3,34,6.0,Standard,1834.98,92.85896938815814
CUS_0x588e,Steve Slateri,32,192-93-2734,Teacher,10380.655,3,5,19,8.0,Standard,2417.2,24.145495914803558
CUS_0xc507,Catherine Hornbys,21,474-65-8064,Writer,50340.14,7,4,15,4.0,Standard,464.51,33.187394044968464
CUS_0x93a5,Patrick Temple-Westt,44,905-92-0207,Lawyer,16060.675,6,7,7,8.0,Standard,57.82,35.55097341982349
CUS_0x41de,Sarahh,41,233-05-2790,Journalist,17680.78,10,5,17,12.0,Standard,2253.32,75.38738427906844
CUS_0x5c1f,Tetsushih,54,776-09-6859,Architect,58885.7,1,6,2,0.0,Good,415.3,105.75507950790954
CUS_0x8304,Cheungy,35,538-58-1635,Entrepreneur,29216.96,8,9,22,12.0,Bad,4010.91,92.14302802812573
CUS_0x13b5,Tim Reids,53,023-34-9301,Lawyer,17931.375,6,6,16,1.0,Standard,51.82,43.58458276243936
CUS_0x848e,Mariad,36,276-47-1545,Doctor,7681.49,9,6,28,8.0,Bad,2678.79,31.616408144376503
CUS_0x6423,Nick Brownr,28,701-26-8627,Entrepreneur,68309.04,10,7,18,9.0,Bad,4249.96,782.0998390094411
CUS_0x24a8,ent,46,155-52-3116,Media_Manager,20645.48,8,7,2,3.0,Good,251.95,0.0
CUS_0xc5e2,Ashley Laud,33,782-19-9567,Scientist,89162.3,0,3,4,4.0,Good,1280.41,114.84867541037966
CUS_0x19ad,Yokoq,43,881-97-6963,Journalist,14293.43,7,7,18,11.0,Standard,2352.93,73.81017141864359
CUS_0x59e9,Brownz,44,222-89-5735,Developer,7059.455,7,7,32,7.0,Bad,4540.76,17.857116619009698
CUS_0x21e9,Baertleinh,24,802-04-2637,Journalist,43335.48,7,5,19,9.0,Standard,1264.71,133.68868684473466
CUS_0x392a,Jan Strupczewskiq,19,001-51-4145,Lawyer,14171.23,8,10,20,12.0,Standard,2406.66,19.479129766450587
CUS_0x2fb8,Nia Williamsb,26,140-99-0200,Engineer,20134.87,6,7,6,6.0,Standard,126.83,26.03636451081027
CUS_0x4bf7,"""Johnd",27,070-11-7346,Teacher,51377.88,6,5,19,3.0,Standard,372.54,108.10274428684572
CUS_0x7174,Risab,30,063-61-8403,Lawyer,7084.365,6,6,27,4.0,Standard,1293.67,26.758124221428982
CUS_0x47ef,Aileen Wangk,45,587-53-0913,Doctor,42237.36,5,7,4,3.0,Good,1170.65,98.45588688009369
CUS_0x4d05,Hepherh,31,942-07-8132,Journalist,147996.72,2,4,6,2.0,Good,248.16,197.1329511565032
CUS_0x5ff4,Emmam,53,114-60-4394,Musician,28784.53,6,6,11,2.0,Good,664.2,34.16328922873817
CUS_0xa547,Samb,40,175-92-0346,Architect,85059.6,4,3,17,8.0,Standard,353.75,46730.0
CUS_0x8e5f,Malathi Nayaks,33,901-38-5936,Writer,80143.74,6,5,17,3.0,Standard,1129.59,116.29066619646198
CUS_0xbded,Martony,28,682-05-4804,Journalist,142815.12,1,2,12,1.0,Good,651.92,297.58211711596147
CUS_0x47c3,Rodrigot,52,589-34-3858,Journalist,49822.0_,7,4,5,1.0,Good,1103.08,0.0
CUS_0x5fca,aranio,46,861-77-2590,Doctor,35171.34,1,3,3,0.0,Good,754.93,0.0
CUS_0xb047,Deepa Babingtone,31,360-85-1964,Engineer,38698.64_,7,6,16,10.0,Bad,1371.12,128.80675993220956
CUS_0x6e13,Patricku,32,830-79-0141,Musician,58792.74,1,4,1,2.0,Good,57.78,0.0
CUS_0xa1bd,Ermanv,40,306-16-4271,Journalist,23437.79_,8,4,20,2.0,Standard,589.94,47.87333656244205
CUS_0x856c,Oreskovicx,31,448-64-7747,Journalist,83311.6,1033,7,27,8.0,Bad,3729.42,474.582366248067
CUS_0x8e29,Deepa Seetharamanm,24,132-26-5537,Accountant,59656.96_,8,4,6,7.0,Standard,550.32,196.9634156438941
CUS_0x4339,Christopherh,33,121-23-1967,Developer,135596.28,4,3,12,3.0,Standard,298.74,111.1157137468094
CUS_0xbdc2,Alwyn Scottm,34,910-30-5375,Developer,172891.36,3,7,1,3.0,Good,922.15,272.81222584868823
CUS_0x1192,Paul Carrell,46,880-23-2963,Media_Manager,16319.375,7,761,1,4.0,Standard,1275.32,16.291128824626224
CUS_0x12d1,Hirschlers,40,618-45-3370,Accountant,21384.94,4,4,15,5.0,Standard,691.53,22.09562499959782
CUS_0x8b62,Dhanya Skariachanp,23,695-69-9739,Journalist,30128.6_,8,10,672,14.0,Standard,2486.16,93.99019329221188
CUS_0xc1cc,Vidyal,43,054-04-4459,Architect,102626.97,1,4,2,1.0,Good,1179.1,223.40820068628773
CUS_0x6e6c,Mutikanie,26,214-30-3255,Media_Manager,59458.29,8,5,13,1.0,Standard,1114.52,26.333036642979444
CUS_0x22d6,Nadiaz,20,293-09-8968,Developer,13506.895,3,5,12,8.0,Standard,945.04,23530.0
CUS_0x7edd,Richa Naiduh,52,920-53-9907,Journalist,22246.44,4,6,20,3.0,Standard,8.2,28.446054890660324
CUS_0x71ca,Christiaan Hetznern,44,305-81-4718,Media_Manager,20062.49,10,5,18,10.0,Bad,3212.49,67.00738512125604
CUS_0x7dcd,Peter Hendersonr,47,812-70-4107,Manager,140731.72_,8,1178,11,2.0,Standard,125.46,1642.8253877782968
CUS_0x3cc8,Klaymang,44,047-34-0898,Architect,32632.16,6,9,25,7.0,Bad,1309.09,35.19164481319368
CUS_0x7a9f,Mattm,26,190-28-3757,Scientist,62848.74000000001,10,6,20,8.0,Bad,4623.69,240.2198053767979
CUS_0x5998,Mattt,47,960-17-5827,Teacher,33683.38,8,6,9,3.0,Good,622.08,78.36689175599534
CUS_0x610d,Schnurrp,49,905-97-4769,Manager,130130.8,8,6,16,0.0,Standard,473.56,102.96632098401048
CUS_0xbc06,Scott Maloned,21,095-45-2407,Writer,9446.245,6,269,9,8.0,Standard,1689.51,38.22067168137588
CUS_0x8666,Chris Reesec,29,636-61-1138,Engineer,19599.81,6,7,31,7.0,Standard,1825.52,42589.0
CUS_0x5f66,Massimilianox,27,186-12-4082,Accountant,17417.6,9,10,25,12.0,Bad,4837.96,69.93684384606172
CUS_0xa95,Stevev,25,665-52-4675,Mechanic,24098.63,5,3,16,0.0,Standard,560.58,75.4390305632556
CUS_0x543d,Leaht,24,827-53-9481,Manager,27372.59,8,7,11,1243.0,Standard,1131.86,0.0
CUS_0x9813,Wachteli,35,383-35-5831,Accountant,89722.4,2,5,5,3.0,Good,1071.85,101.94233807451845
CUS_0x4e4a,Piersonq,49,208-35-6167,Writer,86186.37,7,3,10,1.0,Standard,524.53,192.3961991184796
CUS_0x6e19,N.x,38,404-28-1606,Mechanic,16421.94,7,3,21,9.0,Standard,2450.88,43.911383361147394
CUS_0x1439,Andreah,23,861-71-4122,Media_Manager,102383.19,6,5,17,10.0,Standard,1407.61,180.09918457166768
CUS_0x42f,Andreas Cremerj,43,979-48-2080,Engineer,36366.68,5,4,13,4.0,Standard,484.73,52.17659090535482
CUS_0x36ed,Carewn,32,398-22-8099,Developer,28452.8,10,8,21,11.0,Bad,1909.79,106.58414239646105
CUS_0x6cad,Mattl,37,544-73-9056,Teacher,47291.79,10,6,28,8.0,Bad,3148.34,196.88804584979923
CUS_0xb19c,Tajitsut,35,997-35-3816,Mechanic,15377.55,3,4,5,4.0,Good,678.99,28.98979809050899
CUS_0x4304,Alexei Oreskovics,47,857-49-4267,Teacher,57728.22,4,6,8,3.0,Good,167.02,174.14193932023255
CUS_0x80d0,ra Alperq,45,895-25-0942,Engineer,8053.37,6,5,6,7.0,Standard,886.98,18.9491168028329
CUS_0xa731,LaCapraw,39,118-75-1018,Architect,16724.455,4,4,11,0.0,Good,139.33,0.0
CUS_0x40fa,Schnurrc,21,515-07-4649,Manager,20417.43,4,1,10,4.0,Good,312.66,23.97871208974461
CUS_0x7f43,Michelle Sierrag,29,275-74-7566,Mechanic,16598.74,7,6,31,9.0,Standard,1689.33,35.21707892555592
CUS_0x7faa,Deepap,34,466-90-0311,Doctor,87671.6,7,3,12,8.0,Standard,1375.37,195.77510963516343
CUS_0x2b54,Malonex,25,218-51-2773,Mechanic,21339.42,7,7,20,4.0,Standard,570.25,0.0
CUS_0xb5d7,Julien Toyerq,22,372-31-6244,Lawyer,58053.27,6,8,28,13.0,Bad,3771.12,238.05753012785652
CUS_0x4728,Basesw,43,933-75-9733,Accountant,31356.66_,10,9,25,6.0,Bad,3244.97,120.8178654595682
CUS_0x704,Kumarw,41,370-72-5659,Manager,18157.03,5,5,20,0.0,Standard,762.58,33.43054923934835
CUS_0x8b9a,Marc Jonest,38,231-81-6258,Musician,29220.83,2,2,12,2.0,Good,1051.51,84.69565055458169
CUS_0xaaaf,Silvia Aloisiz,34,246-53-8379,Mechanic,16173.51,8,6,17,7.0,Standard,751.55,17.761332922721916
CUS_0xa133,Andream,53,571-56-4779,Accountant,19740.445,1,5,1,0.0,Good,23.2,15.71921549416634
CUS_0x638,Sinead Cruisej,45,028-56-5290,Developer,54622.5,8,9,23,17.0,Bad,3445.84,217.31615326411827
CUS_0x83e8,ernard Vaughanx,26,956-84-3692,Engineer,30377.05,6,5,10,2.0,Standard,1435.2,17.317868801710148
CUS_0x913c,Rick Rothackerm,51,036-64-4461,Media_Manager,29060.32,8,5,9,3.0,Standard,865.12,64.49226323178074
CUS_0x2f0a,Herberty,34,069-25-9590,Architect,83989.44,7,7,19,11.0,Standard,1926.7,315.64026089992274
CUS_0x3ee,Matthias Blamontb,38,354-65-6948,Journalist,16756.18,9,6,22,8.0,Standard,1941.73,27.44208910654816
CUS_0x4d33,Hellerf,42,219-34-1333,Scientist,80264.88,6,5,31,13.0,Bad,1522.85,261.5315027371735
CUS_0xb99c,Donny Kwokx,32,896-23-4660,Writer,97338.21,8,6,16,2.0,Standard,1052.21,303.9831414115728
CUS_0x615a,Cummings Laurenm,33,358-87-3917,Musician,40591.74,5,5,16,4.0,Standard,278.43,93.03689328963988
CUS_0x5825,Stanwayu,42,559-48-2098,Media_Manager,18623.23,7,6,16,8.0,Bad,1932.49,54.12243983600564
CUS_0xac0b,Timw,34,660-63-2250,Developer,117946.44,4,5,1,0.0,Good,573.65,195.53154049933357
CUS_0xba03,Bernabeiz,44,548-66-1159,Developer,51548.56,8,5,8,3.0,Standard,382.14,92.04786673224876
CUS_0xbbcf,rad Dorfmank,36,355-33-6296,Media_Manager,49187.06999999999_,6,6,25,7.0,Standard,1357.26,198.6083323566276
CUS_0x7be5,Donny Kwoke,37,897-36-1601,Accountant,7330.945,6,10,33,8.0,Bad,4401.57,52.59339621848825
CUS_0x7fd1,Jennifer Clarkk,29,151-65-0785,Developer,58194.33,5,7,20,4.0,Standard,1208.38,132.08369503329806
CUS_0x1410,Kiharaj,43,087-58-6247,Teacher,96882.93,5,6,6,3.0,Good,355.41,73.17372328423092
CUS_0xc042,Doulatramaniq,31,455-08-6675,Architect,124683.72,5,6,8,8.0,Standard,318.37,612.3069690094261
CUS_0x5f34,Chrisc,18,432-94-1541,Writer,125385.88,2,5,5,1.0,Good,1268.57,364.3603101561969
CUS_0x6bd8,"""Johnr",41,718-58-4990,Doctor,90429.99,0,2,10,4.0,Good,1127.26,42.6880014753479
CUS_0x43e9,Rickh,22,585-43-2988,Writer,16674.26,6,6,6,8.0,Standard,2187.49,29.62010595462748
CUS_0x32be,Paulr,42,814-07-2953,Doctor,178088.4,5,4,11,0.0,Good,676.1,341.7256607676155
CUS_0x3844,Klaymang,20,577-62-7672,Accountant,133068.44,4,3,6,2.0,Good,940.98,251.61640301399424
CUS_0x882f,Nate Raymondl,20,900-53-6542,Engineer,38847.8,7,7,25,8.0,Bad,3401.56,123.91654849898408
CUS_0xcd5,Kimw,35,548-42-2519,Scientist,20302.59,6,1242,17,10.0,Bad,4828.75,62.884172384083605
CUS_0x3537,Huwx,29,850-97-8308,Developer,42541.92,6,5,7,5.0,Standard,240.24,162.37537379542317
CUS_0x418,Richardb,32,010-49-5150,Scientist,14924.12,8,7,16,7.0,Standard,22.71,19.92836450656589
CUS_0xa06,Alistairp,39,522-90-6154,Developer,36791.9,6,7,20,3.0,Standard,145.6,57.30150931559734
CUS_0x60da,Kate Holtonm,45,640-48-4568,Writer,22517.1,3,5,6,4.0,Standard,729.74,0.0
CUS_0x8e96,Stevenw,43,866-65-4918,Manager,15225.99,8,6,21,9.0,Bad,2103.91,29.415622966550306
CUS_0x5e7f,Deborahj,30,864-25-5318,Developer,79413.04,10,10,21,11.0,Bad,2367.11,173.7773029102787
CUS_0x640f,Victoria Howleye,29,413-49-0176,Musician,16361.9,6,9,31,6.0,Bad,4949.89,104.73037888276976
CUS_0x8ad,Ana Nicolacik,41,107-44-6435,Scientist,37840.48,3,3,12,1.0,Good,120.49,27.67749606294096
CUS_0x716d,enm,53,226-32-8949,Musician,57652.54,0,7,5,1.0,Good,1401.5,36.559939561081656
CUS_0x6b9f,arani Krishnanl,41,446-85-6477,Journalist,8446.315,9,6,18,10.0,Standard,1291.0,56209.0
CUS_0xb0fd,Andreat,31,430-38-6766,Architect,10250.2,7,4,19,6.0,Standard,1437.24,30.95734002396283
CUS_0x4628,Jonesz,23,945-69-1186,Manager,155955.8,5,3,2,3.0,Good,233.93,130.7253093174342
CUS_0x5d5,Yimout,31,708-68-9338,Doctor,15067.08,7,5,16,9.0,Bad,3980.49,42.66800030832207
CUS_0x58ec,Dhanya Skariachane,21,166-30-1674,Teacher,110110.04,8,4,12,3.0,Good,1495.41,233.86001731112623
CUS_0x4a0a,Sam Forgionee,37,358-74-4756,Architect,17568.98,7,6,27,9.0,Bad,2551.73,100.4203361560985
CUS_0x2708,ernien,27,287-44-5880,Scientist,40078.08,0,6,7,4.0,Good,649.84,0.0
CUS_0x37de,Cremerg,34,698-27-5664,Developer,37822.18,7,8,34,9.0,Bad,3805.47,159.2651877340675
CUS_0x52fb,Saeed Azhary,43,069-79-6934,Journalist,15985.41_,7,3,17,9.0,Standard,1325.27,64.12679423335244
CUS_0x761b,Carlos Ruanoq,51,634-08-0753,Developer,25795.66,5,7,9,1.0,Standard,777.94,0.0
CUS_0x31eb,Breidthardtv,50,439-99-0001,Teacher,35991.91,3,4,3,1.0,Good,792.73,60.50607215872269
CUS_0x4096,Oliviae,26,546-29-7997,Developer,46036.35000000001,6,6,19,8.0,Bad,2576.0,146.4016503912428
CUS_0x7ad9,Viswanathap,29,852-77-5664,Scientist,69082.12,3,3,33,6.0,Standard,1467.48,119.4617547662783
CUS_0xb2bd,Annika Breidthardto,29,695-44-0763,Writer,35566.44,6,8,32,10.0,Standard,2203.49,171.59050838028304
CUS_0x8c13,Leika Kiharac,36,748-06-7649,Teacher,59961.82,5,1,7,1.0,Good,91.38,93.84233619266304
CUS_0x1ef7,Paritoshm,32,274-22-4041,Engineer,20316.57,3,8,3658,9.0,Standard,2584.09,45.78906263015938
CUS_0x9c34,Leskee,34,652-89-4186,Doctor,17680.79,9,7,23,6.0,Bad,4894.42,71.47433778123587
CUS_0x5be7,Sheppardw,25,162-11-9944,Engineer,32382.37,1467,7,5,4.0,Standard,626.47,38.773568179465656
CUS_0x961b,Tim Hepherj,19,620-89-0592,Teacher,32186.31,4,1,2,2.0,Good,305.84,19.711000450166253
CUS_0x2112,Leungi,32,751-46-1921,Writer,46586.31,6,4,6,5.0,Standard,1787.16,167.21829728582358
CUS_0x6673,Lesley Wroughtonv,31,959-24-9730,Entrepreneur,59050.48,8,8,28,10.0,Bad,4283.98,339.4953287455546
CUS_0x1f46,Emily Kaiserq,48,361-05-2128,Lawyer,23079.29,3,5,8,6.0,Good,850.79,45.55427580511181
CUS_0x4657,Strupczewskim,22,840-29-9898,Journalist,22119.355,2,7,11,0.0,Good,1111.07,33.295075489222626
CUS_0x4947,Philj,25,486-64-1991,Architect,44248.14,9,7,31,7.0,Bad,1857.47,210.73382965827
CUS_0x1488,Kirstiny,38,856-92-9467,Entrepreneur,7468.77,8,8,29,11.0,Bad,2550.65,44.48134887065773
CUS_0x9388,Oksana Kobzevaz,29,146-82-6777,Musician,24208.83,7,4,13,4.0,Standard,873.13,42.313036239239416
CUS_0x85a7,Ben Berkowitzz,24,298-52-5800,Scientist,41504.48,2,7,5,2.0,Good,731.25,104.94380127866758
CUS_0x7de0,Aruna Viswanathad,32,538-28-9874,Writer,42326.99,0,2,4,0.0,Good,1233.0,116.61871979482096
CUS_0xafc4,Sayantanii,18,913-98-6365,Lawyer,19092.79,10,8,19,9.0,Bad,1445.08,64.61680227844492
CUS_0x2b4c,Patrick Ruckerw,35,362-46-3183,Scientist,37570.83,2,2,7,0.0,Good,1194.37,845.0
CUS_0x60c9,Kreijgern,33,975-94-2594,Manager,76443.15,3,7,17,0.0,Standard,1318.4,116.82154773710371
CUS_0x9c09,"""Michaels",22,333-14-9403,Lawyer,19296.415,1,5,12,3.0,Good,1278.11,47.5248023558129
CUS_0x7daf,Anuragh,43,665-75-9492,Teacher,13613.385,7,6,11,5.0,Standard,506.93,0.0
CUS_0x5c67,Anishchukx,31,677-56-5879,Accountant,38103.74,8,7,16,1.0,Standard,129.64,0.0
CUS_0xaeb8,Ana Nicolacio,42,032-01-1939,Musician,67426.82,4,6,5,7.0,Standard,671.39,196.5708370165125
CUS_0x36fb,Levineo,31,465-97-6079,Lawyer,20501.67,6,7,17,12.0,Bad,3373.13,108.62813768485697
CUS_0x10bb,Chyenf,35,075-30-4340,Journalist,60830.92,0,1,11,1734.0,Good,133.63,159.79934699914432
CUS_0x4206,Victoria Howleyg,23,891-70-1711,Entrepreneur,17188.14,6,9,16,7.0,Bad,1751.34,63.5112656771433
CUS_0x455e,Dowsettx,43,297-53-4131,Teacher,21759.54,3,4,11,2.0,Standard,1218.27,10.444343622745256
CUS_0x645f,Sonali Paulm,30,024-45-7185,Developer,20415.52,7,6,27,9.0,Standard,2590.01,74.2724150474626
CUS_0x387a,Henryp,21,432-76-8859,Architect,18707.73,10,9,28,7.0,Bad,1362.32,58.18533392755749
CUS_0x82dd,Norihiko Shirouzuw,20,473-98-6511,Mechanic,16397.44,2,1,1,2.0,Good,804.67,6.898288998100544
CUS_0x2e8b,Samm,45,840-54-3758,Doctor,138154.96,5,2,8,4.0,Good,1251.9,270.19056660682685
CUS_0x3fb3,Shihd,29,192-09-0024,Mechanic,119568.15,0,4,1,0.0,Good,451.46,249.68111315506025
CUS_0x590,Patricia Reaneya,43,084-84-5855,Journalist,63539.56,8,7,15,10.0,Bad,2638.22,60.66704901520035
CUS_0x1d85,Daniely,33,057-78-0785,Engineer,19455.49,7,3,20,5.0,Standard,1427.03,31.30713069585225
CUS_0x39c0,Oranc,30,325-55-9402,Accountant,62546.8,5,6,8,0.0,Good,1146.47,69.72084239010081
CUS_0x4a11,Layneo,20,955-34-2486,Architect,67825.23,6,4,15,7.0,Standard,148.04,0.0
CUS_0xa3ba,Baldwind,38,039-16-1692,Scientist,60082.77,8,5,15,7.0,Bad,3040.88,159.32052682787702
CUS_0x514e,Clara Ferreira-Marquesb,23,418-27-3029,Teacher,15331.52,10,7,34,12.0,Bad,2097.85,42.68588125136765
CUS_0x4d61,Gregu,39,754-31-0999,Mechanic,33749.25,5,7,3,0.0,Good,753.63,41.832060318555534
CUS_0x78a2,"OGrady""k",24,145-47-0135,Manager,50528.61,9,10,17,8.0,Bad,2664.49,333.7049777899132
CUS_0x8927,Oreskovicw,28,184-06-0856,Media_Manager,29758.46,5,77,8,4.0,Standard,817.45,71.50603017195898
CUS_0xf3c,Dant,29,496-52-1373,Entrepreneur,25355.14,8,4,12,1.0,Standard,172.56,38.23483307112723
CUS_0x85ba,Mette Fraendef,45,366-96-2058,Musician,29944.64,8,4,4,3.0,Good,1337.15,22.237681266645072
CUS_0x1e96,Henryt,29,782-91-2016,Manager,17187.27,10,7,24,8.0,Bad,4962.25,90.56454168926052
CUS_0x28f3,Singhv,34,995-69-9991,Lawyer,56038.28,5,4,10,4.0,Good,264.52,76.22103398122317
CUS_0x2123,Rauchz,18,941-73-1564,Mechanic,15094.925,3,5,1,0.0,Good,268.53,0.0
CUS_0x37fb,Giselda Vagnonis,33,829-28-9860,Lawyer,35166.35,4,4,2,2.0,Good,1185.57,26.85650123419343
CUS_0x45db,Swaha Pattanaikj,50,824-30-1475,Mechanic,86742.32,8,4,19,2.0,Standard,19.11,136.34231114684215
CUS_0x8ac0,Rachellee,19,385-33-2227,Lawyer,71608.12_,2,3,10,0.0,Good,643.24,122.47845360083832
CUS_0x6fb1,Ringstromk,28,848-55-0249,Manager,20685.51,6,5,27,6.0,Bad,1256.46,44.049700917701024
CUS_0xc492,Lauf,35,886-01-0009,Manager,21734.19_,4,1,10,4.0,Good,263.2,13.359059078362773
CUS_0x7dac,Jenniferx,51,121-57-6388,Teacher,22489.25,5,5,7,2.0,Good,1189.23,34.0190082767121
CUS_0x3a1b,Rossg,42,250-09-2815,Manager,16524.395,5,5,20,3.0,Standard,988.27,44.23685735774106
CUS_0x6596,Brettx,26,114-04-3072,Scientist,124885.11000000002,3,6,1,0.0,Good,935.74,73.82316214852673
CUS_0x121b,Cheeu,41,162-52-8159,Architect,33209.27,1,6,8,4.0,Good,743.65,54.263163320411365
CUS_0xb46,illd,32,004-46-4845,Engineer,16572.96,4,3,14,4.0,Standard,2253.31,21.719814344041207
CUS_0x34aa,Lianae,25,955-87-4801,Journalist,20833.19,6,6,34,7.0,Bad,4987.19,77.59130261824843
CUS_0x689c,Sergios,40,809-67-7994,Entrepreneur,19436.28,5,5,16,8.0,Standard,1819.46,80.27057495503294
CUS_0x553,Dougc,29,104-11-0399,Engineer,20456.35,7,10,15,9.0,Bad,4424.37,124.17343956383776
CUS_0x5050,Huwd,36,215-17-4568,Musician,28485.95,8,5,5,3.0,Standard,339.45,17.43495131492973
CUS_0x95cf,Lashw,24,685-36-3528,Writer,40105.03,2,6,4,3.0,Good,618.37,17.861333199761017
CUS_0x3f18,Carolinez,40,309-95-7818,Scientist,30988.54_,6,6,6,8.0,Standard,189.28,158.54924133741258
CUS_0xb74c,Huw Jonest,32,687-42-0262,Engineer,73475.02,0,1479,8,1.0,Good,148.21,177.01684711754208
CUS_0x7a0a,Papadimasq,53,828-80-4340,Entrepreneur,17321.505,6,7,13,2.0,Standard,589.67,14.369364225797485
CUS_0x8f4,Jonathanp,49,884-12-2323,Developer,27525.02,6,6,6,2.0,Standard,999.12,0.0
CUS_0xb6b9,Doris Frankeli,46,107-13-6164,Journalist,122050.38,3,2,8,0.0,Good,490.86,336.37541623969247
CUS_0xb5e3,Schererc,27,172-01-0082,Musician,32763.68,7,7,5,8.0,Standard,574.82,99.19011378356296
CUS_0x1748,Olga Dzyubenkop,35,958-25-6723,Mechanic,179987.28,5,5,8,1.0,Good,741.28,417.8439911050921
CUS_0xb223,Ann Saphirx,36,337-54-1559,Manager,34989.38,4,3,9,4.0,Good,957.58,84.11593622346284
CUS_0xf58,Tiisetso Motsoenengj,29,108-83-3774,Scientist,35235.45,6,4,15,7.0,Standard,1140.68,23.125097608813267
CUS_0x801f,Jessical,33,404-03-3907,Scientist,72414.06,5,6,19,2.0,Standard,1020.01,201.37507856429127
CUS_0xb93e,Jorge Otaolat,37,977-08-5980,Scientist,63259.8,4,4,17,7.0,Standard,2572.3,263.0772078847184
CUS_0xb51a,Clareq,25,099-89-4998,Media_Manager,31137.12,6,6,31,8.0,Bad,2938.55,112.96669885479572
CUS_0x4843,Christopherw,43,036-30-1880,Lawyer,33714.38,10,10,15,6.0,Bad,3086.29,235.27977961872955
CUS_0x5c81,Lesley Wroughtonv,20,003-29-4313,Teacher,17497.83,3,7,19,6.0,Standard,2538.81,43.903944907751615
CUS_0x83f,Fredrikz,33,786-66-2253,Engineer,10333.895,3,6,20,8.0,Standard,70.46,21.453340535857645
CUS_0xb182,Tim Reidh,27,784-97-8297,Doctor,19903.785,1,4,7,1.0,Good,1015.4,76416.0
CUS_0x79d5,Tomx,33,788-50-6387,Architect,19171.68,10,10,34,11.0,Bad,2092.74,92.59091305437772
CUS_0x3bc5,ernie Woodallv,25,144-98-8454,Developer,18863.28,9,7,33,8.0,Bad,1505.76,49.78859567660973
CUS_0x966e,Paul Carrele,41,165-41-7730,Doctor,69895.76,7,6,16,2212.0,Standard,2286.15,139.74400328077368
CUS_0x29ff,Herbert Lashz,51,145-67-9263,Musician,33254.2,4,7,3,2.0,Good,67.51,0.0
CUS_0xbca8,Joe Rauchg,45,874-08-7483,Developer,15635.86,3,3,15,1.0,Standard,409.7,18.134519446557647
CUS_0x20de,McCoolb,39,446-11-4496,Teacher,52742.91,4,7,15,11.0,Standard,1645.23,76.63686697494155
CUS_0x752f,Edwardsu,37,297-48-4612,Writer,140948.32,5,6,14,0.0,Standard,105.66,310.15597101792025
CUS_0x1ffd,Carey Gillamg,43,806-33-9100,Architect,14311.105,4,3,4,3.0,Good,380.09,21.815732505989967
CUS_0xa05d,Donny Kwokh,29,445-30-2049,Scientist,177546.36,246,1,5,1.0,Good,715.97,0.0
CUS_0x62a6,Nick Edwardsq,50,912-87-7914,Developer,20995.615,0,2,6,3.0,Good,1238.55,9.143908457799562
CUS_0x859d,Mutikaniw,25,013-32-5071,Musician,15985.56,6,7,29,7.0,Bad,3311.2,63.23668088820283
CUS_0xc516,Katya Golubkovap,44,051-99-9115,Doctor,94159.71,0,1,4,2.0,Good,781.5,121.0485480438686
CUS_0x9c80,Sarah N.j,44,721-72-7576,Engineer,59426.85000000001,8,10,27,11.0,Bad,4625.22,226.45577118438945
CUS_0xa0f4,Roumeliotisv,34,880-02-0378,Writer,48662.02,7,7,5,2.0,Standard,660.09,86.44703440996695
CUS_0x210d,Laurene,33,667-42-0049,Journalist,15447.63,3,4,27,8.0,Standard,2461.68,37.983305158917965
CUS_0x4898,Haynesv,40,819-28-9726,Accountant,51884.96,6,4,10,5.0,Standard,811.42,0.0
CUS_0x7a6f,Dineshx,21,630-51-0238,Engineer,50774.91,6,7,23,12.0,Bad,1265.83,290.50174371451067
CUS_0x66bb,Caroline Valetkevitchu,45,310-18-5191,Scientist,142665.96,8,6,6,2.0,Standard,474.5,0.0
CUS_0xbfe4,Halpins,41,826-67-4358,Mechanic,38919.9,8,7,13,0.0,Standard,1058.13,22.01288433547301
CUS_0x6945,Mark Felsenthalj,35,189-61-6487,Engineer,17164.73,3,6,18,4.0,Standard,172.13,35.18435848320144
CUS_0x7c64,Ernest Scheyderp,48,399-83-4333,Architect,39715.98,4,7,12,1.0,Standard,1125.16,77.1869982621674
CUS_0x10dd,Praveen Menonq,24,907-60-4113,Teacher,7572168.0,5,4,5,1.0,Standard,1336.91,315.40610064414074
CUS_0x6d25,Arnon,39,302-04-8460,Mechanic,40908.16,0,7,10,4.0,Good,1210.4,0.0
CUS_0x724a,Alisterr,30,719-37-1810,Architect,14012.055,4,6,14,0.0,Standard,702.16,29.837981487470213
CUS_0xafed,McLeodp,54,446-64-3664,Writer,87903.62,2,6,12,3.0,Good,34.36,143.25609211192227
